gesture,point_0_x,point_0_y,point_0_z,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z
Yo estoy mas o menos,0.5765279531478882,0.8113019466400146,1.8335397555802047e-07,0.5618086457252502,0.7582115530967712,0.000999288517050445,0.535256028175354,0.7254431843757629,-0.0013099430361762643,0.5130383968353271,0.699144721031189,-0.004357548430562019,0.5008794069290161,0.6768713593482971,-0.008237461559474468,0.49576684832572937,0.7490803599357605,-0.007929973304271698,0.4523807764053345,0.7469249367713928,-0.013220707885921001,0.42706018686294556,0.7466971278190613,-0.016805211082100868,0.4069370627403259,0.7468216419219971,-0.01935786008834839,0.4899764955043793,0.7800883650779724,-0.0126119963824749,0.4425988495349884,0.7750452160835266,-0.01732848398387432,0.4134702682495117,0.7713992595672607,-0.020842138677835464,0.3908618092536926,0.7675345540046692,-0.023651892319321632,0.4899147152900696,0.8109235763549805,-0.016557762399315834,0.4470832049846649,0.8058011531829834,-0.01964549347758293,0.4207744598388672,0.8004641532897949,-0.022378426045179367,0.4007941484451294,0.7948315143585205,-0.024965981021523476,0.4940761625766754,0.8395600914955139,-0.020269453525543213,0.46132826805114746,0.8357188701629639,-0.022799251601099968,0.4417702555656433,0.8323448896408081,-0.023011522367596626,0.4260539412498474,0.8282532095909119,-0.023043876513838768
Yo estoy mas o menos,0.5764579772949219,0.8111241459846497,1.869874779458769e-07,0.5617401003837585,0.7581732273101807,0.0006019379943609238,0.5352358818054199,0.7256869077682495,-0.0018607799429446459,0.5126661062240601,0.6990258693695068,-0.004941834602504969,0.5003549456596375,0.6759840846061707,-0.008818179368972778,0.49616655707359314,0.7482995390892029,-0.00791226141154766,0.4525567293167114,0.7466031312942505,-0.01314608659595251,0.42703795433044434,0.7467504739761353,-0.01678343303501606,0.40676388144493103,0.7472118735313416,-0.019353410229086876,0.4903120696544647,0.7794843912124634,-0.012199235148727894,0.4430454969406128,0.7750317454338074,-0.01663246378302574,0.41375869512557983,0.7717273831367493,-0.0201177466660738,0.391210675239563,0.7679981589317322,-0.02294943667948246,0.4901410937309265,0.8104391694068909,-0.01579747162759304,0.4474455714225769,0.8059011697769165,-0.018590645864605904,0.42100009322166443,0.8008289933204651,-0.021344229578971863,0.4011968672275543,0.7952828407287598,-0.02398526296019554,0.49405696988105774,0.8389409780502319,-0.019203679636120796,0.46129921078681946,0.8353051543235779,-0.021511264145374298,0.4418041706085205,0.8321390151977539,-0.02171834371984005,0.42618250846862793,0.827979564666748,-0.02174573577940464
Yo estoy mas o menos,0.5829091668128967,0.7935549020767212,1.2554230011119216e-07,0.5644404888153076,0.7470805644989014,0.0016896125162020326,0.5335501432418823,0.7145065069198608,0.0012254966422915459,0.5109342932701111,0.6915392875671387,-0.00016463629435747862,0.49672842025756836,0.6730211973190308,-0.0021333866752684116,0.49575120210647583,0.7361878156661987,-0.004144901409745216,0.45484650135040283,0.738242506980896,-0.009130232967436314,0.429447203874588,0.7404558658599854,-0.01299730222672224,0.40929657220840454,0.7427501678466797,-0.015635808929800987,0.4921557307243347,0.7643609642982483,-0.009034120477735996,0.44786638021469116,0.76419597864151,-0.013144020922482014,0.41938236355781555,0.7643727660179138,-0.016450999304652214,0.3962787985801697,0.7647518515586853,-0.01909627579152584,0.49290037155151367,0.7937610149383545,-0.013471054844558239,0.45180341601371765,0.7919026017189026,-0.016272613778710365,0.42659619450569153,0.7908076047897339,-0.0182918943464756,0.406982421875,0.7896312475204468,-0.020172206684947014,0.4975048303604126,0.8235007524490356,-0.017798807471990585,0.4666575789451599,0.8226341605186462,-0.020067138597369194,0.4473170042037964,0.8211141228675842,-0.02001928724348545,0.43237563967704773,0.8193053007125854,-0.019707240164279938
Yo estoy mas o menos,0.6134287118911743,0.7533859610557556,-2.0265332523194957e-08,0.5856587290763855,0.7229062914848328,0.005873616319149733,0.5456425547599792,0.7022111415863037,0.0042855036444962025,0.5153142213821411,0.685008704662323,0.0016388494987040758,0.4975949227809906,0.6645259857177734,-0.0026388971600681543,0.5292584896087646,0.6988627910614014,-0.015617572702467442,0.4817289710044861,0.7006314396858215,-0.024681078270077705,0.4521943926811218,0.7066380381584167,-0.029047111049294472,0.4297739863395691,0.7133030295372009,-0.031987499445676804,0.5325928330421448,0.7174360156059265,-0.024842359125614166,0.481050044298172,0.7172266244888306,-0.03344150260090828,0.4491279721260071,0.7235894799232483,-0.037099309265613556,0.42494630813598633,0.7308520674705505,-0.040113165974617004,0.5387798547744751,0.7437828779220581,-0.03247269243001938,0.48965802788734436,0.7446801066398621,-0.0399450957775116,0.4602287709712982,0.7480397820472717,-0.04303339123725891,0.4389662742614746,0.7505296468734741,-0.04587153345346451,0.5473917126655579,0.777098536491394,-0.038930755108594894,0.5114259123802185,0.7859423756599426,-0.046418432146310806,0.48933884501457214,0.7916502356529236,-0.048251938074827194,0.4716949164867401,0.7957683801651001,-0.04948123171925545
Yo estoy mas o menos,0.6373022794723511,0.737096905708313,-7.87957219472446e-08,0.5838629007339478,0.7284079194068909,-0.0002560865832492709,0.5380496382713318,0.7194016575813293,-0.00502845598384738,0.5057193636894226,0.7116315364837646,-0.010405926033854485,0.4783511161804199,0.7053182125091553,-0.01705794781446457,0.5493627190589905,0.6850169897079468,-0.025770898908376694,0.5172947645187378,0.6727497577667236,-0.04292433336377144,0.4948396682739258,0.6706820130348206,-0.05336702987551689,0.4754321575164795,0.6704540252685547,-0.0610501766204834,0.566830575466156,0.683925986289978,-0.03663983941078186,0.5374240279197693,0.6702048778533936,-0.051707156002521515,0.5153595805168152,0.6646491885185242,-0.05956858769059181,0.49470463395118713,0.6615524291992188,-0.06658860296010971,0.5894428491592407,0.6922177672386169,-0.047203876078128815,0.5608818531036377,0.6811901330947876,-0.06383220106363297,0.5374619364738464,0.6750651597976685,-0.07103168964385986,0.5149959921836853,0.6697728633880615,-0.07678771018981934,0.6151869297027588,0.7088878154754639,-0.05701419711112976,0.5950217247009277,0.7235005497932434,-0.07501503825187683,0.5750013589859009,0.732069730758667,-0.08235244452953339,0.5563628077507019,0.7385126352310181,-0.08749368041753769
Yo estoy mas o menos,0.6492151021957397,0.7244827151298523,1.510105391844263e-07,0.6219910979270935,0.6865382790565491,-0.014972896315157413,0.5814518332481384,0.6650238633155823,-0.01648339442908764,0.5460833311080933,0.652483344078064,-0.013919084332883358,0.520835280418396,0.644049882888794,-0.009454507380723953,0.5709587335586548,0.6766150593757629,-0.007050675339996815,0.5321499705314636,0.6574885845184326,-0.008341695182025433,0.5117589235305786,0.6512901782989502,-0.010157262906432152,0.4958149790763855,0.6489458084106445,-0.010831878520548344,0.5700830817222595,0.6933460831642151,0.00227678962983191,0.5333322286605835,0.6715359091758728,0.003755958052352071,0.5127965211868286,0.6618838310241699,0.0007406816002912819,0.49668586254119873,0.6560306549072266,-0.001957795349881053,0.5741076469421387,0.7042054533958435,0.010529612191021442,0.5437964797019958,0.6819053888320923,0.013107329607009888,0.5244033932685852,0.6700547337532043,0.010359502397477627,0.5103318691253662,0.6615532040596008,0.007547223474830389,0.5813191533088684,0.7089492082595825,0.017569031566381454,0.557633638381958,0.6904309988021851,0.021744132041931152,0.5452122688293457,0.6804028153419495,0.02305426262319088,0.5374662280082703,0.6725202202796936,0.023495718836784363
Yo estoy mas o menos,0.6669503450393677,0.7100739479064941,-1.8886579411514504e-08,0.6219750642776489,0.7143902778625488,-0.0070225512608885765,0.5835690498352051,0.6976527571678162,-0.01611528918147087,0.5534317493438721,0.6880785226821899,-0.02462894096970558,0.5292702317237854,0.684215247631073,-0.03435221686959267,0.6050935983657837,0.6669908761978149,-0.036843765527009964,0.5828587412834167,0.6455680727958679,-0.05329125374555588,0.5743832588195801,0.6482069492340088,-0.06130850687623024,0.5667459964752197,0.6499592661857605,-0.06741663813591003,0.6286030411720276,0.6655073761940002,-0.0451635979115963,0.6080055236816406,0.6386640071868896,-0.06315112859010696,0.5960202813148499,0.6359259486198425,-0.0721888542175293,0.5888156294822693,0.6321800351142883,-0.08003935217857361,0.6521031856536865,0.6708834171295166,-0.052938312292099,0.646534264087677,0.6429504156112671,-0.07656505703926086,0.6411088705062866,0.628075122833252,-0.08959003537893295,0.6371393203735352,0.6117165088653564,-0.09861061722040176,0.673502504825592,0.6845200657844543,-0.059606049209833145,0.6806792616844177,0.6733283400535583,-0.08331771194934845,0.6879463791847229,0.6654276847839355,-0.09358599036931992,0.6943255662918091,0.6520786285400391,-0.10088417679071426
Yo estoy mas o menos,0.6608618497848511,0.714782178401947,7.966458781538677e-08,0.6239214539527893,0.7162665724754333,-0.01619403250515461,0.587460458278656,0.7016472816467285,-0.02687161974608898,0.5586361885070801,0.6927319765090942,-0.03530574589967728,0.5319192409515381,0.6897734999656677,-0.04420075565576553,0.6129637956619263,0.6773691773414612,-0.034322019666433334,0.5971823930740356,0.6603151559829712,-0.05280177667737007,0.5863369107246399,0.6618106365203857,-0.06386824697256088,0.5749592185020447,0.6645091772079468,-0.07124288380146027,0.6350986957550049,0.6714569926261902,-0.03630334138870239,0.6275516152381897,0.6456961631774902,-0.053000543266534805,0.6211469769477844,0.6309992671012878,-0.062439851462841034,0.6147237420082092,0.6172069311141968,-0.07031325995922089,0.6575937867164612,0.6723390817642212,-0.039064325392246246,0.6594592928886414,0.6479886770248413,-0.05936428904533386,0.661669135093689,0.6302325129508972,-0.06784150749444962,0.6620328426361084,0.61223304271698,-0.07355430722236633,0.6774749755859375,0.680293083190918,-0.042177461087703705,0.6891686916351318,0.6647565364837646,-0.06193941831588745,0.6992270350456238,0.6553769707679749,-0.06824710220098495,0.7076132297515869,0.6434642672538757,-0.07230726629495621
Yo estoy mas o menos,0.6610227227210999,0.7179222106933594,2.771663609735242e-08,0.6239296197891235,0.7177528738975525,-0.015045837499201298,0.5867711901664734,0.7015150189399719,-0.02444007247686386,0.5582976341247559,0.6916710734367371,-0.03208058699965477,0.531300961971283,0.6883836388587952,-0.04028191789984703,0.6142878532409668,0.6790881156921387,-0.028355233371257782,0.5993445515632629,0.6623364090919495,-0.044011253863573074,0.5874713063240051,0.6633286476135254,-0.053982894867658615,0.5759345889091492,0.663917601108551,-0.060729559510946274,0.6363191604614258,0.672427237033844,-0.030249392613768578,0.6259225606918335,0.6462671756744385,-0.04284738004207611,0.6178945302963257,0.6328992247581482,-0.05192313715815544,0.6115536689758301,0.6167179942131042,-0.06031272932887077,0.6584550738334656,0.6727543473243713,-0.032897502183914185,0.6589478850364685,0.6453981995582581,-0.050915878266096115,0.6615879535675049,0.6298435926437378,-0.0599498525261879,0.6633820533752441,0.6110920310020447,-0.06647732108831406,0.6783440113067627,0.6809784173965454,-0.03579333424568176,0.6877401471138,0.665462851524353,-0.05397750064730644,0.6994033455848694,0.6580466628074646,-0.060140736401081085,0.7104569673538208,0.6474489569664001,-0.06447581201791763
Yo estoy mas o menos,0.6706475019454956,0.7207857370376587,-1.0361513602674677e-07,0.6271422505378723,0.6945810317993164,-0.012186488136649132,0.5912297964096069,0.6676146984100342,-0.025402886793017387,0.5619058609008789,0.6492372751235962,-0.03807518258690834,0.5328085422515869,0.6346868872642517,-0.05206291377544403,0.6243963837623596,0.6524608731269836,-0.03557199612259865,0.6054369211196899,0.6482162475585938,-0.060363806784152985,0.5906083583831787,0.6506209373474121,-0.07948188483715057,0.5764963030815125,0.6536417007446289,-0.09320436418056488,0.6447965502738953,0.6622138619422913,-0.04139571264386177,0.6219089031219482,0.6616253852844238,-0.06525939702987671,0.6076656579971313,0.6656627655029297,-0.08082535117864609,0.5953847169876099,0.6680134534835815,-0.09469904750585556,0.6640325784683228,0.6727533340454102,-0.04795568063855171,0.6465080976486206,0.6753286123275757,-0.07143346965312958,0.6336289644241333,0.6788733601570129,-0.08095140010118484,0.6229034662246704,0.6839389204978943,-0.08854882419109344,0.6820391416549683,0.6865773797035217,-0.05488358438014984,0.6724778413772583,0.68463534116745,-0.07441729307174683,0.6650433540344238,0.6890612840652466,-0.08159048110246658,0.6579260230064392,0.6931718587875366,-0.08777671307325363
Yo estoy mas o menos,0.6633608341217041,0.7208011150360107,-4.124791175286191e-08,0.6238546967506409,0.6997902393341064,-0.01263663824647665,0.5941632986068726,0.6690155863761902,-0.024981079623103142,0.5690985918045044,0.643560528755188,-0.036471378058195114,0.5429469347000122,0.6214807629585266,-0.04929699748754501,0.624541163444519,0.6644299030303955,-0.038876838982105255,0.6167701482772827,0.6499343514442444,-0.0628361701965332,0.6093272566795349,0.6487519145011902,-0.07990272343158722,0.600969672203064,0.6538934707641602,-0.09182557463645935,0.6461794972419739,0.6794192790985107,-0.045044101774692535,0.6375753879547119,0.6638256907463074,-0.06867711991071701,0.6296260952949524,0.6638107895851135,-0.08250249922275543,0.6220695972442627,0.6703999638557434,-0.09461960941553116,0.6657266616821289,0.6960864067077637,-0.05178052932024002,0.662207841873169,0.6880106329917908,-0.07607386261224747,0.6562845706939697,0.68910813331604,-0.08627840131521225,0.6497791409492493,0.6948596835136414,-0.09395968168973923,0.682362973690033,0.7154771685600281,-0.05853225663304329,0.6860395073890686,0.7101065516471863,-0.08058717846870422,0.6856644749641418,0.709149181842804,-0.08933058381080627,0.6834491491317749,0.7094215750694275,-0.09613774716854095
Yo estoy mas o menos,0.6609870195388794,0.7156935334205627,-1.1471311900379533e-08,0.6241053342819214,0.6961531639099121,-0.01217712089419365,0.5940037965774536,0.671122670173645,-0.022832907736301422,0.5672797560691833,0.6515533328056335,-0.03306398540735245,0.5410294532775879,0.6390314102172852,-0.04420027509331703,0.6235048174858093,0.6757219433784485,-0.029097411781549454,0.6188318729400635,0.6605355143547058,-0.04936925321817398,0.6096035838127136,0.655765950679779,-0.06427830457687378,0.6004225611686707,0.6567323803901672,-0.07481817901134491,0.6453462243080139,0.6860485076904297,-0.033879026770591736,0.6400139331817627,0.6691327095031738,-0.05370379239320755,0.6322617530822754,0.664803683757782,-0.06533825397491455,0.6260746121406555,0.6669350266456604,-0.07550319284200668,0.6655936241149902,0.6968193054199219,-0.039813581854104996,0.6671168804168701,0.6840572357177734,-0.062206998467445374,0.6629766821861267,0.681542158126831,-0.07192403078079224,0.6587100625038147,0.6833091974258423,-0.07870130240917206,0.6824325323104858,0.7109986543655396,-0.04588231071829796,0.6903558373451233,0.7082387208938599,-0.06629842519760132,0.6917197704315186,0.7090411186218262,-0.07478132098913193,0.692048966884613,0.7099559903144836,-0.08112147450447083
